Symbol,ETF Name,Total Assets,YTD,Avg Volume,Previous Closing Price,1-Day Change,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
QQQY,Defiance Nasdaq 100 Enhanced Options & 0DTE Income ETF,"$200,696",24.51%,"178,381",$36.54,0.30%,1.92%,1.60%,38.62%,N/A,N/A,"$20,400,879.65","-$2,745,552.50","$13,960,675.00","$295,526,864.65","$309,697,644.65","$309,697,644.65",Large Cap Blend Equities,2023-09-14,0.99%,N/A,$14.37,2024-09-03,$3.46,39.32%,N/A,N/A,6,100.01%,40%,20%,1099,$34.62,$36.75,$36.47,$36.57,62.29,N/A,N/A,C,N/A,N/A,N/A,N/A,5.86,51.89%,33.75%,1.82,0.00%,0.00%
IDRV,iShares Self-driving EV & Tech ETF,"$190,675",-14.14%,"54,155",$30.27,-1.85%,3.91%,6.92%,-13.84%,-13.29%,6.53%,"-$112,238,440.00",$0.00,$0.00,"-$139,951,680.00","-$4,470,040.00","$332,988,280.00",Large Cap Blend Equities,2019-04-16,0.47%,N/A,$0.74,2024-06-11,$0.41,2.42%,14.64,1.36,50,46.53%,40%,20%,1099,$27.68,$30.49,$30.17,$30.48,56.97,C+,B+,B,C+,C,C+,N/A,6.56,45.16%,50.27%,56.41,0.00%,22.14%
HAP,VanEck Natural Resources ETF,"$139,028",6.32%,"5,326",$51.89,-1.07%,1.92%,1.89%,9.58%,7.39%,10.98%,"$7,427,625.00",$0.00,$0.00,"-$2,336,650.00","$46,703,450.00","$57,134,200.00",Large Cap Blend Equities,2008-08-29,0.43%,N/A,$1.60,2023-12-18,$1.60,3.05%,8.65,1.01,111,38.49%,40%,20%,1099,$48.55,$52.61,$51.71,$52.25,58.11,B-,B,B,C,C,A-,B,7.05,90.05%,71.92%,378.52,17.39%,5.79%
MSTB,LHA Market State Tactical Beta ETF,"$135,631",17.72%,"9,212",$33.81,-0.21%,1.44%,1.12%,29.64%,3.99%,N/A,"-$6,330,060.00","-$847,695.00","-$2,509,385.00","-$17,069,600.00","-$63,033,595.00","$141,126,335.00",Large Cap Blend Equities,2020-09-30,1.48%,N/A,$0.05,2023-12-14,$0.05,0.14%,0.05,0.87,6,99.99%,40%,20%,1099,$32.32,$34.14,N/A,N/A,57.91,B-,B,C,C+,A-,N/A,N/A,6.57,25.73%,50.76%,96.54,9.20%,6.18%
SELV,SEI Enhanced Low Volatility U.S. Large Cap ETF,"$134,795",14.39%,"4,754",$29.34,-0.37%,0.21%,2.07%,21.50%,N/A,N/A,"$83,630,727.45","$17,744.12","$10,930.52","$110,945,322.85","$119,356,451.59","$119,356,451.59",Large Cap Blend Equities,2022-05-18,0.15%,N/A,$0.43,2024-07-08,$0.14,1.45%,0.00,-0.75,81,33.45%,40%,20%,1099,$28.62,$29.65,$29.27,$29.40,60.75,B+,C+,A-,C+,A,N/A,N/A,6.55,23.53%,50.05%,146.08,7.72%,1.83%
FBCV,Fidelity Blue Chip Value ETF,"$125,118",12.27%,"14,729",$32.32,-0.55%,0.21%,0.79%,19.01%,7.04%,N/A,"-$8,447,057.94",$0.00,$0.00,"-$13,076,743.57","$14,933,243.77","$94,958,398.77",Large Cap Blend Equities,2020-06-02,0.59%,N/A,$0.55,2024-09-20,$0.14,1.70%,16.25,0.76,84,30.76%,40%,20%,1099,$31.59,$32.71,$32.21,$32.53,59.57,C+,B,B-,C,B+,C,N/A,6.56,24.13%,50.26%,121.33,11.49%,3.08%
HDUS,Hartford Disciplined US Equity ETF,"$122,306",19.99%,"6,983",$55.40,-0.32%,1.56%,2.25%,33.31%,N/A,N/A,"$737,537.50",$0.00,"-$189,210.00","$2,956,172.50","$94,137,616.18","$94,137,616.18",Large Cap Blend Equities,2022-11-17,0.19%,N/A,$0.79,2024-06-27,$0.17,1.42%,18.50,0.94,272,30.85%,40%,20%,1099,$52.53,$56.01,$55.30,$55.56,61.58,A-,A-,A-,N/A,B,B+,N/A,6.43,13.38%,45.98%,81.23,9.35%,5.14%
JOET,Virtus Terranova U.S. Quality Momentum ETF,"$119,415",19.29%,"22,462",$36.60,-0.44%,1.66%,3.38%,34.58%,6.82%,N/A,"$16,922,150.00",$0.00,"-$1,771,350.00","$3,218,550.00","$11,247,800.00","$88,481,500.00",Large Cap Blend Equities,2020-11-17,0.29%,N/A,$0.41,2023-12-20,$0.40,1.10%,0.06,1.02,126,9.85%,40%,20%,1099,$34.20,$37.11,$36.53,$36.71,62.24,B,B,B+,B-,C+,B+,N/A,6.59,27.94%,51.41%,37.74,4.01%,4.68%
CVIE,Calvert International Responsible Index ETF,"$118,760",12.24%,"8,666",$59.33,-0.69%,1.44%,0.48%,25.92%,N/A,N/A,"$33,471,000.00",$0.00,"$5,768,000.00","$43,340,000.00","$40,285,734.27","$40,285,734.27",Large Cap Blend Equities,2023-01-30,0.18%,N/A,$1.27,2024-09-23,$0.22,2.15%,0.00,-0.92,730,14.95%,40%,20%,1099,$57.21,$60.06,$59.19,$59.58,56.91,N/A,B-,A-,N/A,C+,N/A,N/A,7.86,78.16%,94.84%,97.73,6.68%,8.59%
BLES,Inspire Global Hope ETF,"$114,318",10.79%,"8,154",$39.06,-1.16%,0.95%,1.40%,25.81%,4.20%,10.71%,"-$77,824,500.00",$0.00,$0.00,"-$65,139,500.00","-$29,082,000.00","-$79,083,000.00",Large Cap Blend Equities,2017-02-27,0.49%,N/A,$0.72,2024-06-25,$0.30,1.83%,0.04,1.08,402,3.33%,40%,20%,1099,$37.32,$39.63,$38.96,$39.21,57.15,B,B,B,B,C+,B,N/A,6.89,29.89%,64.56%,186.7,4.52%,8.34%
UMMA,Wahed Dow Jones Islamic World ETF,"$111,576",11.70%,"27,043",$25.38,-0.67%,2.79%,0.16%,27.97%,N/A,N/A,"$41,476,910.00","$2,488,230.00","$2,488,230.00","$46,641,610.00","$100,740,990.00","$100,740,990.00",Large Cap Blend Equities,2022-01-07,0.65%,N/A,$0.12,2024-06-27,$0.01,0.46%,0.00,1.03,95,40.12%,40%,20%,1099,$23.96,$25.81,$25.30,$25.52,55.28,B,B-,B-,A-,C,A-,N/A,8.04,91.26%,97.31%,99.43,5.49%,12.55%
LEGR,First Trust Indxx Innovative Transaction & Process ETF,"$105,523",16.06%,"4,657",$46.80,-0.19%,3.70%,4.42%,29.89%,5.64%,12.04%,"-$13,028,550.00","-$102,300.00","-$2,333,700.00","-$13,028,550.00","-$25,534,824.50","$40,579,490.50",Large Cap Blend Equities,2018-01-24,0.65%,N/A,$1.08,2024-06-27,$0.54,2.32%,10.93,0.97,102,15.07%,40%,20%,1099,$43.45,$46.77,$46.69,$46.85,65.03,B,B,B-,A,C+,C+,N/A,7.25,74.29%,79.85%,40.51,9.46%,3.85%
ACVF,American Conservative Values ETF,"$105,488",19.33%,"8,677",$43.41,-0.21%,1.71%,1.89%,32.88%,10.37%,N/A,"$9,968,250.00",$0.00,"$2,118,000.00","$22,657,250.00","$57,121,492.50","$79,387,279.20",Large Cap Blend Equities,2020-10-29,0.75%,N/A,$0.28,2024-06-25,$0.06,0.65%,0.05,0.97,369,27.01%,40%,20%,1099,$41.36,$43.82,$43.36,$43.50,59.90,B+,B,C+,A,B-,A-,N/A,7.05,87.84%,71.98%,118.92,9.64%,8.20%
BMVP,Invesco Bloomberg MVP Multi-factor ETF,"$105,142",19.52%,"1,835",$47.86,-0.29%,1.19%,1.67%,32.68%,6.72%,10.10%,"-$4,765,170.00",$0.00,$0.00,"-$6,723,150.00","-$35,671,109.49","-$84,884,029.49",Large Cap Blend Equities,2003-05-01,0.29%,N/A,$0.96,2024-09-23,$0.22,2.00%,N/A,N/A,55,21.41%,40%,20%,1099,$46.30,$48.18,$47.86,$47.86,63.53,A-,B-,B+,B,B+,A,N/A,6.94,80.58%,67.08%,160.71,14.09%,1.50%
STNC,Hennessy Stance ESG ETF,"$105,104",10.04%,"7,149",$30.94,0.16%,1.91%,3.34%,22.98%,4.74%,N/A,"$37,295,264.91",$0.00,"-$5,557,130.50","$48,663,163.13","$56,647,358.63","$62,920,032.63",Large Cap Blend Equities,2021-03-16,0.85%,N/A,$0.02,2023-12-14,$0.02,0.07%,21.39,0.86,37,38.30%,40%,20%,1099,$29.24,$31.14,$30.87,$30.98,62.58,C,C+,C,C+,B-,N/A,N/A,6.41,11.83%,45.45%,48.94,0.00%,4.72%
UMAR,Innovator U.S. Equity Ultra Buffer ETF - March,"$102,848",10.11%,"26,728",$34.79,-0.14%,0.98%,1.31%,17.06%,5.87%,N/A,"$49,095,205.00","-$4,344,975.00","-$10,320,977.50","$28,657,175.00","$50,579,010.00","$80,124,571.49",Large Cap Blend Equities,2020-03-02,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.30,3,100.00%,40%,20%,1099,$33.77,$34.98,$34.76,$34.83,62.77,B,B,C+,C+,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SPD,Simplify US Equity PLUS Downside Convexity ETF,"$96,645",16.10%,"30,478",$33.16,-0.42%,1.31%,1.49%,27.89%,3.33%,N/A,"$399,950.00",$0.00,$0.00,"-$23,819,950.00","-$145,023,825.00","$151,960,145.00",Large Cap Blend Equities,2020-09-03,0.53%,N/A,$0.46,2024-06-25,$0.10,1.37%,0.05,0.66,5,100.00%,40%,20%,1099,$31.77,$33.51,$33.08,$33.26,58.22,B-,B+,B,C,A-,C,N/A,6.7,77.58%,56.02%,96.79,10.78%,7.24%
UJUN,Innovator U.S. Equity Ultra Buffer ETF - June,"$92,918",10.23%,"12,649",$33.13,-0.06%,0.99%,1.47%,17.36%,4.57%,4.68%,"$23,300,777.50",$0.00,"-$4,860,720.00","$1,955,905.00","$53,023,432.50","$68,274,700.00",Large Cap Blend Equities,2019-06-03,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.39,2,100.00%,40%,20%,1099,$32.12,$33.29,$33.09,$33.18,63.91,B,B+,C+,C+,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PBP,Invesco S&P 500 BuyWrite ETF,"$91,052",12.82%,"13,572",$22.78,-0.04%,0.54%,1.87%,18.25%,5.04%,6.11%,"-$5,628,000.00",$0.00,"-$2,285,900.00","-$5,525,850.00","-$74,802,750.00","-$194,349,300.00",Large Cap Blend Equities,2007-12-20,0.20%,N/A,$2.14,2024-09-23,$0.23,9.39%,0.05,0.64,505,34.48%,40%,20%,1099,$22.11,$22.89,$22.75,$22.83,65.38,B+,B,B,B-,A,B-,A-,6.71,80.00%,56.73%,94.28,10.72%,7.68%
PSMJ,Pacer Swan SOS Moderate (July) ETF,"$87,895",11.81%,"21,395",$27.87,0.07%,0.99%,1.83%,20.44%,10.24%,N/A,"$27,410,797.50","$1,395,165.00","$2,754,240.00","$29,521,245.00","$56,506,980.00","$72,032,572.50",Large Cap Blend Equities,2021-06-30,0.60%,N/A,$0.00,2021-12-23,$0.00,0.00%,0.05,0.43,2,100.00%,40%,20%,1099,$26.94,$28.01,$27.85,$27.89,63.73,B-,B-,B,B+,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XBAP,Innovator U.S. Equity Accelerated 9 Buffer ETF - April,"$87,526",8.93%,"11,254",$33.30,-0.06%,0.80%,1.21%,15.68%,7.54%,N/A,"$2,760,257.50",$0.00,$0.00,"-$861,742.50","$53,457,257.50","$70,516,600.00",Large Cap Blend Equities,2021-03-31,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.63,3,100.00%,40%,20%,1099,$32.38,$33.47,$33.28,$33.35,62.83,B-,A-,B-,B-,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PSMR,Pacer Swan SOS Moderate (April) ETF,"$81,277",9.47%,"6,251",$27.29,-0.07%,1.04%,1.76%,17.89%,7.80%,N/A,"$38,305,500.00",$0.00,"-$2,685,250.00","$41,952,000.00","$62,619,250.00","$69,582,500.00",Large Cap Blend Equities,2021-03-31,0.60%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.46,3,100.00%,40%,20%,1099,$26.38,$27.50,$27.19,$27.49,62.95,B,B-,C+,B+,A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KARS,KraneShares Electric Vehicles & Future Mobility Index ETF,"$77,247",-19.54%,"19,186",$20.68,-0.77%,6.71%,11.80%,-22.87%,-21.92%,2.09%,"-$37,433,803.78","$1,964.31","-$2,905,727.29","-$47,435,032.16","-$770,787.71","$194,365,758.07",Large Cap Blend Equities,2018-01-18,0.72%,N/A,$0.23,2023-12-18,$0.23,1.10%,0.04,1.27,54,38.70%,40%,20%,1099,$18.21,$20.43,N/A,N/A,63.05,C,B+,C+,C,C,C,N/A,6.42,40.23%,45.86%,89.95,0.00%,21.30%
ADPV,Adaptiv Select ETF,"$72,282",26.70%,"5,128",$31.54,-0.94%,-1.36%,0.13%,33.39%,N/A,N/A,"$9,456,779.00","$639,539.00","$1,579,338.00","$5,397,429.00","$59,036,930.00","$59,036,930.00",Large Cap Blend Equities,2022-11-03,1.00%,N/A,$0.06,2023-12-19,$0.06,0.18%,0.07,1.23,27,49.68%,40%,20%,1099,$30.82,$32.41,$31.48,$31.67,52.48,N/A,B-,C,N/A,C,N/A,N/A,4.85,0.54%,20.85%,507.65,8.49%,2.62%
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,"$71,773",9.19%,"6,094",$34.98,-0.09%,0.42%,0.82%,19.36%,5.59%,N/A,"-$27,000,080.00",$0.00,"-$868,542.50","-$14,662,100.00","$22,621,272.50","$48,809,643.60",Large Cap Blend Equities,2019-11-29,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.31,2,100.00%,40%,20%,1099,$34.47,$35.07,$34.97,$35.01,64.52,B,B,C,B,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PSMD,Pacer Swan SOS Moderate (January) ETF,"$69,986",10.41%,"3,749",$28.52,-0.14%,0.37%,1.13%,18.05%,8.30%,N/A,"$21,940,827.50",$0.00,$0.00,"$30,583,900.00","$55,217,392.50","$58,856,574.44",Large Cap Blend Equities,2020-12-22,0.60%,N/A,$0.00,2021-12-23,$0.11,0.00%,0.03,0.47,2,100.00%,40%,20%,1099,$27.98,$28.63,$28.52,$28.52,62.87,B+,C+,C+,A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BLCN,Siren ETF Trust Siren Nasdaq NexGen Economy ETF,"$62,640",0.13%,"19,035",$24.31,-1.70%,0.25%,-4.44%,29.04%,-18.71%,1.79%,"-$15,049,620.00",$0.00,$0.00,"-$19,105,080.00","-$96,589,305.00","$39,589,504.76",Large Cap Blend Equities,2018-01-17,0.68%,N/A,$0.19,2024-06-21,$0.13,0.79%,0.05,1.24,53,42.29%,40%,20%,1099,$23.27,$25.75,$24.17,$24.58,46.62,C,B-,B-,C,C,C,N/A,6.32,39.45%,43.25%,18.78,3.67%,6.57%
RAFE,PIMCO RAFI ESG U.S. ETF,"$60,902",14.02%,"4,977",$36.74,-0.49%,1.04%,1.88%,29.21%,7.78%,N/A,"$8,752,500.00","-$20,000.00","$3,596,000.00","$11,725,000.00","$31,518,843.91","$42,181,343.91",Large Cap Blend Equities,2019-12-18,0.29%,N/A,$0.63,2024-07-01,$0.16,1.71%,13.90,0.90,247,28.80%,40%,20%,1099,$35.27,$37.14,$36.68,$36.80,59.94,B,C+,B+,B,B,B+,N/A,6.94,80.09%,66.80%,55.66,1.31%,3.13%
RPHS,Regents Park Hedged Market Strategy ETF,"$57,831",15.94%,"16,458",$10.31,-0.10%,1.31%,1.44%,25.92%,N/A,N/A,"-$11,812,750.00",$0.00,"-$1,027,000.00","-$45,747,500.00","$56,840,000.00","$56,840,000.00",Large Cap Blend Equities,2022-03-31,0.79%,N/A,$0.47,2023-12-14,$0.46,4.51%,0.05,0.43,61,83.74%,40%,20%,1099,$9.86,$10.40,N/A,N/A,58.85,B,B+,C+,C,A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DRUP,GraniteShares Nasdaq Select Disruptors ETF,"$55,870",15.51%,"2,789",$53.02,-0.30%,1.61%,1.38%,39.11%,7.82%,N/A,"-$5,121,500.00","$6,000.00","-$2,649,500.00","-$11,106,500.00","-$75,111,500.00","$16,624,000.00",Large Cap Blend Equities,2019-10-07,0.60%,N/A,$0.04,2023-12-27,$0.04,0.08%,N/A,N/A,51,43.55%,40%,20%,1099,$50.23,$54.05,$52.96,$53.13,56.01,B-,B,B-,A-,C,N/A,N/A,6.82,69.42%,61.50%,12.34,0.00%,11.25%
LOWV,AB US Low Volatility Equity ETF,"$54,465",18.77%,"2,938",$69.69,-0.23%,0.78%,1.44%,30.85%,N/A,N/A,"$30,900,115.00","$698,252.00","$2,068,887.00","$36,500,197.00","$41,320,458.00","$41,320,458.00",Large Cap Blend Equities,2023-03-22,0.48%,N/A,$0.59,2024-09-03,$0.17,0.84%,0.00,0.00,76,34.18%,40%,20%,1099,$67.31,$70.50,$69.68,$69.71,59.33,B-,C,B,N/A,A-,C+,N/A,6.84,71.74%,62.40%,86.49,8.30%,3.29%
DURA,VanEck Durable High Dividend ETF,"$52,028",12.28%,"6,606",$34.34,-0.95%,-0.38%,0.41%,16.63%,6.66%,7.56%,"-$17,400,097.50","-$37,315.00","-$37,315.00","-$41,196,810.00","-$4,171,187.50","$24,827,727.50",Large Cap Blend Equities,2018-10-30,0.29%,N/A,$1.05,2024-07-01,$0.22,3.05%,18.13,0.76,87,42.68%,40%,20%,1099,$34.03,$34.77,$34.28,$34.45,57.56,A-,B-,B+,B-,A-,A,N/A,6.58,29.82%,50.92%,323.84,21.88%,1.38%
TRND,Pacer Trendpilot Fund of Funds ETF,"$51,804",12.34%,"4,085",$33.32,-0.42%,1.09%,1.39%,21.62%,4.47%,7.33%,"-$6,193,250.00",$0.00,$0.00,"-$7,605,625.00","-$11,966,765.00","$30,239,180.00",Large Cap Blend Equities,2019-05-03,0.77%,N/A,$0.75,2023-12-28,$0.74,2.23%,0.06,0.48,5,100.00%,40%,20%,1099,$32.05,$33.63,$33.27,$33.39,59.53,B-,B-,C+,B,A-,C+,N/A,6.52,20.84%,49.06%,128.69,7.52%,6.22%
QQMG,Invesco ESG NASDAQ 100 ETF,"$51,538",19.95%,"13,840",$33.31,0.03%,3.26%,2.28%,39.51%,N/A,N/A,"$17,028,200.00",$0.00,$0.00,"$21,134,200.00","$37,615,150.00","$37,615,150.00",Large Cap Blend Equities,2021-10-27,0.20%,N/A,$0.18,2024-09-23,$0.04,0.55%,23.49,1.22,95,51.09%,40%,20%,1099,$30.97,$33.70,$33.24,$33.35,57.15,B+,B-,A-,A+,C,B-,N/A,7.2,92.25%,77.92%,48.78,2.60%,11.58%
ZIG,Acquirers Fund,"$48,917",10.92%,"3,811",$38.64,-1.28%,0.87%,2.83%,27.00%,12.02%,9.83%,"$2,121,130.00","$347,562.50","-$615,122.50","-$2,410,895.00","-$3,014,122.50","$20,740,385.00",Large Cap Blend Equities,2019-05-15,0.84%,N/A,$0.37,2023-12-27,$0.37,0.95%,0.12,0.96,33,34.27%,40%,20%,1099,$36.22,$39.60,$38.55,$38.83,54.56,C+,C+,C,A,C,C,N/A,5.27,1.22%,25.70%,223.01,6.75%,7.34%
PSFD,Pacer Swan SOS Flex (January) ETF,"$47,712",11.77%,"4,591",$32.29,-0.09%,0.67%,1.19%,22.54%,11.04%,N/A,"$19,957,430.00",$0.00,$0.00,"$24,460,885.00","$38,667,422.50","$40,777,389.44",Large Cap Blend Equities,2020-12-22,0.60%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.59,2,100.00%,40%,20%,1099,$31.57,$32.42,$32.26,$32.33,62.22,B+,C+,C+,A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GURU,Global X Guru Index ETF,"$44,494",17.85%,"1,278",$47.58,-0.48%,2.22%,4.33%,32.67%,-1.55%,8.12%,"-$10,631,930.32","-$472,656.93","-$468,940.76","-$12,968,110.56","-$22,927,235.06","-$29,110,169.04",Large Cap Blend Equities,2012-06-04,0.75%,2 Platforms,$0.19,2024-06-27,$0.01,0.39%,18.96,1.07,65,18.07%,40%,20%,1099,$43.52,$48.29,$47.46,$47.78,66.07,C+,C+,C+,C+,C+,A-,C,6.36,10.28%,44.28%,157.54,8.09%,12.10%
SSPY,Syntax Stratified LargeCap ETF,"$40,430",12.76%,"2,594",$80.23,-0.55%,0.85%,1.84%,25.22%,7.50%,12.64%,"-$65,399,000.00","-$56,268,500.00","-$56,268,500.00","-$70,305,250.00","-$76,515,500.00","-$56,925,500.00",Large Cap Blend Equities,2019-01-04,0.45%,N/A,$1.25,2023-12-18,$1.25,1.54%,0.04,1.02,504,7.75%,40%,20%,1099,$77.02,$81.12,$80.01,$80.48,58.79,B-,C,B+,B-,B,B,N/A,6.78,63.41%,59.64%,166.55,8.47%,5.27%
UNOV,Innovator U.S. Equity Ultra Buffer ETF - November,"$39,780",7.02%,"2,735",$33.86,0.09%,0.13%,0.55%,12.03%,4.99%,N/A,"-$18,955,600.00",$0.00,"-$843,637.50","-$874,547.50","$19,733,647.50","$28,918,486.97",Large Cap Blend Equities,2019-11-01,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.28,2,100.00%,40%,20%,1099,$33.59,$33.89,$33.83,$33.88,69.24,B+,B-,C+,A-,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,"$39,309",15.57%,"2,497",$34.00,-0.53%,0.87%,2.26%,27.90%,7.84%,11.90%,"$12,409,450.00",$0.00,$0.00,"$6,896,050.00","$15,325,221.00","$27,177,889.50",Large Cap Blend Equities,2017-06-20,0.50%,N/A,$0.86,2024-06-27,$0.22,2.51%,N/A,N/A,97,30.77%,40%,20%,1099,$32.66,$34.32,$33.95,$34.11,61.82,B,B-,B,B-,B+,N/A,N/A,6.94,81.20%,66.72%,112.5,3.90%,4.39%
PSMO,Pacer Swan SOS Moderate (October) ETF,"$38,682",7.63%,"2,809",$27.15,0.04%,0.12%,0.72%,15.76%,N/A,N/A,"-$9,187,950.00",$0.00,"-$1,355,820.00","$2,066,550.00","$29,293,244.49","$29,293,244.49",Large Cap Blend Equities,2021-10-01,0.60%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.41,2,100.00%,40%,20%,1099,$26.96,$27.18,$27.15,$27.15,65.30,B+,C+,C+,A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DEMZ,Democratic Large Cap Core ETF,"$38,395",21.43%,"2,128",$35.70,0.03%,1.85%,1.59%,37.21%,9.18%,N/A,"$4,007,282.62","-$6,195.02","-$24,930.92","$5,424,285.08","$25,339,478.37","$29,389,756.09",Large Cap Blend Equities,2020-11-02,0.45%,N/A,$0.26,2023-12-28,$0.26,0.74%,0.03,1.04,51,40.23%,40%,20%,1099,$34.08,$35.96,$35.65,$35.72,60.26,B,C+,B,B+,C+,A-,N/A,6.9,77.99%,65.18%,18.41,0.00%,7.97%
LCF,Touchstone US Large Cap Focused ETF,"$38,208",17.21%,937,$35.43,-0.28%,1.44%,2.14%,29.19%,N/A,N/A,"$817,875.00",$0.00,"-$28,575.00","$761,400.00","$21,975,575.00","$21,975,575.00",Large Cap Blend Equities,2022-07-29,0.70%,N/A,$0.22,2023-12-27,$0.22,0.61%,20.20,-0.95,47,48.90%,40%,20%,1099,$33.81,$35.81,$35.43,$35.43,61.38,B,C,B-,A,B,N/A,N/A,5.91,4.27%,35.24%,41.47,16.44%,3.65%
AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,"$37,398",29.03%,"12,383",$42.93,0.35%,5.08%,6.45%,48.25%,6.27%,17.08%,"$16,507,224.14","-$1,068,500.00","$4,810,750.00","$17,235,799.14","$2,969,024.14","$29,727,224.14",Large Cap Blend Equities,2019-05-20,0.75%,N/A,$0.09,2023-12-26,$0.07,0.21%,0.08,1.02,51,48.61%,40%,20%,1099,$37.70,$43.30,$42.86,$42.97,62.44,B+,C+,C+,A,C+,A+,N/A,6.85,73.18%,63.02%,122.23,9.70%,9.17%
PSCJ,Pacer Swan SOS Conservative (July) ETF,"$37,306",12.52%,"17,702",$26.15,0.00%,1.08%,1.92%,21.52%,8.00%,N/A,"$23,291,250.00",$0.00,"$1,927,000.00","$24,985,250.00","$29,618,000.00","$32,724,250.00",Large Cap Blend Equities,2021-06-30,0.60%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.44,2,100.00%,40%,20%,1099,$25.18,$26.29,$26.12,$26.17,63.73,C+,C+,B,B,C+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SNAV,Mohr Sector Nav ETF,"$36,248",12.00%,"28,051",$30.77,-0.26%,1.26%,2.05%,22.84%,N/A,N/A,"-$23,114,286.19","-$767,483.59","-$1,512,778.13","-$31,000,126.19","$27,247,701.31","$27,247,701.31",Large Cap Blend Equities,2023-01-11,1.30%,N/A,$0.90,2023-12-19,$0.90,2.94%,N/A,N/A,11,100.00%,40%,20%,1099,$29.43,$31.00,$30.75,$30.79,60.52,N/A,N/A,C,N/A,N/A,N/A,N/A,6.66,0.00%,54.23%,90.67,10.97%,6.71%
DVND,Touchstone Dividend Select ETF,"$35,770",13.41%,260,$31.69,-0.31%,1.14%,2.32%,27.01%,N/A,N/A,"$747,700.00",$0.00,$0.00,"$1,335,100.00","$22,888,800.00","$22,888,800.00",Large Cap Blend Equities,2022-08-02,0.68%,N/A,$0.62,2024-06-27,$0.16,1.94%,15.70,0.83,55,27.32%,40%,20%,1099,$30.35,$31.95,$31.69,$31.69,62.73,B,C+,B-,B,B,A-,N/A,6.57,26.82%,50.41%,170.56,14.01%,2.08%
WLDR,Affinity World Leaders Equity ETF,"$34,587",21.56%,"2,791",$32.90,0.00%,1.28%,2.89%,33.74%,10.31%,11.83%,$0.00,$0.00,$0.00,"-$6,361,500.00","$4,537,000.00","$18,492,500.00",Large Cap Blend Equities,2018-01-16,0.67%,N/A,$0.61,2024-09-19,$0.12,1.86%,0.10,0.97,128,28.25%,40%,20%,1099,$30.61,$33.33,$32.74,$33.02,64.39,B,B-,B-,A-,B,B,N/A,6.77,22.39%,59.32%,132.82,9.05%,2.54%
QDIV,Global X S&P 500 Quality Dividend ETF,"$34,358",13.32%,"4,269",$35.86,-0.86%,0.13%,1.17%,21.47%,8.02%,10.78%,"-$6,449,068.73","$3,617,518.41","$5,716,587.83","-$17,321,571.41","$22,275,580.96","$21,112,713.42",Large Cap Blend Equities,2018-07-13,0.20%,N/A,$1.04,2024-09-05,$0.08,2.87%,12.43,1.00,65,19.31%,40%,20%,1099,$34.99,$36.26,$35.80,$35.94,59.01,B+,B-,A-,C+,B,A,N/A,7.01,89.47%,70.24%,101.59,6.54%,3.44%
